"Date","Price","Open","High","Low","Vol.","Change %"
"17/09/2020","6,069.20","6,146.90","6,147.30","6,069.20","1.30B","-1.26%"
"16/09/2020","6,146.90","6,079.30","6,149.10","6,079.30","1.20B","1.11%"
"15/09/2020","6,079.30","6,078.50","6,100.30","6,068.80","1.16B","0.01%"
"14/09/2020","6,078.50","6,038.90","6,081.30","6,038.90","981.79M","0.66%"
"11/09/2020","6,038.90","6,090.00","6,090.00","6,015.90","928.19M","-0.84%"
"10/09/2020","6,090.00","6,058.90","6,139.80","6,058.40","1.08B","0.51%"
"09/09/2020","6,058.90","6,190.20","6,190.20","6,032.50","1.14B","-2.12%"
"08/09/2020","6,190.20","6,129.90","6,210.50","6,129.90","1.00B","0.98%"
"07/09/2020","6,129.90","6,108.80","6,144.80","6,054.60","895.98M","0.35%"
"04/09/2020","6,108.80","6,301.00","6,301.00","6,102.00","1.16B","-3.05%"
"03/09/2020","6,301.00","6,251.80","6,316.20","6,251.80","1.12B","0.79%"
"02/09/2020","6,251.80","6,143.20","6,263.30","6,143.20","1.32B","1.77%"
"01/09/2020","6,143.20","6,245.90","6,245.90","6,097.00","1.33B","-1.64%"
"31/08/2020","6,245.90","6,262.50","6,277.40","6,245.90","1.45B","-0.24%"
"28/08/2020","6,260.80","6,310.60","6,310.60","6,242.30","1.24B","-0.79%"
"27/08/2020","6,310.60","6,294.50","6,342.60","6,294.50","1.37B","0.26%"
"26/08/2020","6,294.50","6,331.10","6,331.10","6,258.90","1.34B","-0.59%"
"25/08/2020","6,332.00","6,300.30","6,369.90","6,300.30","1.36B","0.50%"
"24/08/2020","6,300.30","6,270.70","6,305.60","6,262.20","1.43B","0.47%"
"21/08/2020","6,270.70","6,271.70","6,319.10","6,262.30","1.15B","-0.02%"
"20/08/2020","6,271.70","6,314.10","6,314.10","6,250.80","1.21B","-0.67%"
"19/08/2020","6,314.10","6,268.70","6,339.40","6,268.70","1.22B","0.72%"
"18/08/2020","6,268.70","6,218.50","6,283.60","6,218.50","1.22B","0.81%"
"17/08/2020","6,218.50","6,261.70","6,261.70","6,200.00","982.52M","-0.69%"
"14/08/2020","6,261.70","6,223.90","6,271.90","6,223.90","1.05B","0.61%"
"13/08/2020","6,223.90","6,257.00","6,286.70","6,209.40","1.17B","-0.53%"
"12/08/2020","6,257.00","6,272.10","6,282.20","6,228.10","1.18B","-0.24%"
"11/08/2020","6,272.10","6,247.10","6,319.70","6,247.10","1.07B","0.40%"
"10/08/2020","6,247.10","6,144.90","6,261.10","6,144.90","949.51M","1.66%"
"07/08/2020","6,144.90","6,180.30","6,180.30","6,133.40","935.63M","-0.57%"
"06/08/2020","6,180.30","6,135.90","6,186.70","6,135.90","1.04B","0.72%"
"05/08/2020","6,135.90","6,166.50","6,166.50","6,099.50","1.01B","-0.50%"
"04/08/2020","6,166.50","6,053.90","6,188.70","6,053.90","991.36M","1.86%"
"03/08/2020","6,053.90","6,058.30","6,075.20","5,992.40","1.05B","-0.07%"
"31/07/2020","6,058.30","6,177.50","6,177.50","6,023.60","1.24B","-1.93%"
"30/07/2020","6,177.50","6,128.00","6,191.60","6,128.00","999.94M","0.81%"
"29/07/2020","6,128.00","6,146.80","6,174.20","6,122.00","1.01B","-0.31%"
"28/07/2020","6,146.80","6,169.60","6,239.80","6,146.30","1.40B","-0.37%"
"27/07/2020","6,169.60","6,148.00","6,170.90","6,138.90","948.32M","0.35%"
"24/07/2020","6,148.00","6,213.90","6,213.90","6,132.80","856.04M","-1.06%"
"23/07/2020","6,213.90","6,192.60","6,221.80","6,171.80","975.84M","0.34%"
"22/07/2020","6,192.60","6,268.80","6,268.80","6,173.30","1.01B","-1.22%"
"21/07/2020","6,268.80","6,112.30","6,272.30","6,112.30","1.12B","2.56%"
"20/07/2020","6,112.30","6,144.90","6,151.00","6,100.70","827.95M","-0.53%"
"17/07/2020","6,144.90","6,123.00","6,155.70","6,108.60","872.18M","0.36%"
"16/07/2020","6,123.00","6,160.40","6,186.40","6,102.50","1.00B","-0.61%"
"15/07/2020","6,160.40","6,045.50","6,160.40","6,045.50","1.00B","1.90%"
"14/07/2020","6,045.50","6,089.30","6,089.30","6,025.60","1.00B","-0.72%"
"13/07/2020","6,089.30","6,116.30","6,124.70","6,036.40","1.09B","0.88%"
"10/07/2020","6,036.30","6,074.90","6,076.50","6,017.00","934.59M","-0.64%"
"09/07/2020","6,074.90","6,034.30","6,117.90","6,034.30","1.08B","0.67%"
"08/07/2020","6,034.30","6,126.70","6,131.30","6,034.30","1.16B","-1.51%"
